# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
71.977022;20.254339;21.751550;-0.975089;-0.000965;7.500000;0.000000
72.176958;20.366528;21.585974;-0.975565;-0.003795;7.500000;0.000000
72.376894;20.478588;21.420320;-0.976607;-0.006627;7.500000;0.000000
72.576830;20.590420;21.254530;-0.978216;-0.009460;7.500000;0.000000
72.776766;20.701926;21.088545;-0.980391;-0.012296;7.500000;0.000000
72.976702;20.813010;20.922309;-0.983133;-0.015135;7.500000;0.000000
73.176639;20.923573;20.755763;-0.986443;-0.017978;7.500000;0.000000
73.376575;21.033518;20.588849;-0.990320;-0.020825;7.500000;0.000000
73.576511;21.142747;20.421510;-0.994767;-0.023675;7.500000;0.000000
73.776447;21.251202;20.253631;-0.999689;-0.023766;7.500000;0.000000
