# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
68.987532;79.890906;20.272009;2.686016;-0.046057;6.394710;1.914647
69.187495;79.708606;20.362131;2.680048;-0.012697;6.454303;1.989478
69.387459;79.526746;20.452621;2.680854;0.020720;6.515649;2.059866
69.587423;79.344896;20.542177;2.687715;0.037700;6.578562;2.124077
69.787387;79.162908;20.630130;2.694967;0.034025;6.642812;2.180414
69.987351;78.981104;20.716460;2.701431;0.030177;6.708127;2.227324
70.187315;78.799445;20.801377;2.707083;0.026176;6.774196;2.263556
70.387279;78.617890;20.885088;2.711906;0.022047;6.840686;2.288366
70.587242;78.436398;20.967803;2.715883;0.017811;6.907255;2.313256
70.787206;78.254929;21.049732;2.719000;0.013494;6.973902;2.320458
70.987170;78.073442;21.131083;2.721250;0.009119;7.040122;2.273603
71.187134;77.891896;21.212066;2.722625;0.004710;7.104407;2.177856
71.387098;77.710251;21.292889;2.723122;0.000293;7.165444;2.037933
71.587062;77.528365;21.373804;2.722796;-0.003037;7.222092;1.857628
71.787026;77.346248;21.454952;2.721963;-0.005323;7.273344;1.665141
71.986989;77.164049;21.536369;2.720673;-0.007601;7.318980;1.434757
72.186953;76.981820;21.618131;2.718928;-0.009871;7.358075;1.240570
72.386917;76.799612;21.700316;2.716729;-0.012135;7.391712;1.050364
72.586881;76.617477;21.783001;2.714075;-0.014395;7.420072;0.862654
72.786845;76.435465;21.866262;2.710968;-0.016652;7.443283;0.693929
72.986809;76.253630;21.950177;2.707408;-0.018906;7.461903;0.543029
73.186773;76.072023;22.034823;2.703394;-0.021160;7.476441;0.382409
73.386736;75.890694;22.120276;2.698926;-0.023413;7.486661;0.210144
73.586700;75.709521;22.206666;2.694771;-0.012391;7.492272;0.040948
73.786664;75.528424;22.293560;2.694361;0.008304;7.493365;0.000000
73.986628;75.347259;22.380115;2.698109;0.029060;7.493365;0.000000
74.186592;75.165761;22.465532;2.706032;0.049968;7.493365;0.000000
74.386556;74.983664;22.549013;2.718153;0.071095;7.493365;0.000000
74.586520;74.800701;22.629760;2.734505;0.092472;7.493365;0.000000
74.786483;74.616605;22.706974;2.755118;0.114072;7.493365;0.000000
74.986447;74.431111;22.779859;2.780016;0.135793;7.493365;0.000000
75.186411;74.243951;22.847614;2.809204;0.157436;7.493365;0.000000
75.386375;74.054860;22.909442;2.842650;0.178691;7.493365;0.000000
75.586339;73.863818;22.964537;2.878951;0.179771;7.493365;0.000000
